Federal organization,Year,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t),Total annual energy usage,Total  emissions
"Innovation, Science and Economic Development Canada",2013,FY 2013-14,fleet,1,Liquified petroleum gas,0.255631,0.015557434,,
"Innovation, Science and Economic Development Canada",2013,FY 2013-14,fleet,1,Natural gas,0.0025612,0.000146116,,
National Defence,2013,FY 2013-14,facilities,1,aviation fuel,374019.3732,25441.31779,,
National Defence,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1261592.401,91399.8584,,
National Defence,2013,FY 2013-14,facilities,1,Liquified petroleum gas,46169.67715,2816.514481,,
National Defence,2013,FY 2013-14,facilities,1,natural gas,6292621.741,313644.2671,,
National Defence,2013,FY 2013-14,facilities,2,district energy,1311,87.405065,,
National Defence,2013,FY 2013-14,facilities,2,electricity,3347267.771,244934.327,,
National Defence,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",255331.1307,18092.37932,,
National Defence,2013,FY 2013-14,fleet,1,Fuels with renewable content,79566.28222,4860.12068,,
National Defence,2013,FY 2013-14,fleet,1,Gasoline,153663.23,9847.891366,,
National Defence,2013,FY 2013-14,fleet,1,Liquified petroleum gas,1748.79445,106.4297923,,
Natural Resources Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",19172.4861,1365.294054,,
Natural Resources Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,3299.96842,201.309808,,
Natural Resources Canada,2013,FY 2013-14,facilities,1,natural gas,155439.055,7747.576528,,
Natural Resources Canada,2013,FY 2013-14,facilities,2,district energy,119743,9514.287835,,
Natural Resources Canada,2013,FY 2013-14,facilities,2,electricity,184813.6932,7065.657358,,
Natural Resources Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5504.55383,392.858106,,
Natural Resources Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,1116.37348,15.2635734,,
Natural Resources Canada,2013,FY 2013-14,fleet,1,Gasoline,10328.675,661.920515,,
Parks Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",65962.55868,4720.146577,,
Parks Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,46614.24993,2843.635002,,
Parks Canada,2013,FY 2013-14,facilities,1,natural gas,82999.03139,4136.935517,,
Parks Canada,2013,FY 2013-14,facilities,2,electricity,169768.4058,10290.53617,,
Parks Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",74750.16493,5195.050269,,
Parks Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,30308.2872,1858.508468,,
Parks Canada,2013,FY 2013-14,fleet,1,Gasoline,73138.46479,4685.570758,,
Parks Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,152.1989009,9.262665153,,
Parks Canada,2013,FY 2013-14,fleet,1,Natural gas,0.287751124,0.016416202,,
Public Services and Procurement Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",70938.48052,5049.795959,,
Public Services and Procurement Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,10222.60964,623.6155389,,
Public Services and Procurement Canada,2013,FY 2013-14,facilities,1,natural gas,1215554.745,60587.11186,,
Public Services and Procurement Canada,2013,FY 2013-14,facilities,2,district energy,874037.1204,62507.68902,,
Public Services and Procurement Canada,2013,FY 2013-14,facilities,2,electricity,3176501.937,58115.50451,,
Public Services and Procurement Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4797.332759,341.8820582,,
Public Services and Procurement Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,2185.080593,133.5186265,,
Public Services and Procurement Canada,2013,FY 2013-14,fleet,1,Gasoline,9287.9171,594.9200029,,
Transport Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",18763.53717,1355.432876,,
Transport Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,2815.497055,171.755332,,
Transport Canada,2013,FY 2013-14,facilities,1,natural gas,3278.947042,163.4331419,,
Transport Canada,2013,FY 2013-14,facilities,2,electricity,52152.7932,249.8061046,,
Transport Canada,2013,FY 2013-14,fleet,1,aviation fuel,138026.0464,9520.20631,,
Transport Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",542509.4297,38310.70731,,
Transport Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,3142.641989,192.054947,,
Transport Canada,2013,FY 2013-14,fleet,1,Gasoline,15024.38462,962.9377599,,
Transport Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,1887.61209,114.878088,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",45312.71353,3230.888547,21249671.07,1106041.914
Agriculture and Agri-Food Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,1396.620986,85.1988464,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,facilities,1,natural gas,518947.2894,25865.98225,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,facilities,2,district energy,50390,4182.11805,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,facilities,2,electricity,427400.6487,35417.75366,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36849.08425,2582.923652,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,18779.75426,1085.674583,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,fleet,1,Gasoline,31558.3345,2022.614458,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,11.614759,0.706862026,,
Agriculture and Agri-Food Canada,2014,FY 2014-15,fleet,1,Natural gas,1.14522006,0.065334804,,
Canada Border Services Agency,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9539.075241,683.5871718,,
Canada Border Services Agency,2014,FY 2014-15,facilities,1,Liquified petroleum gas,3802.189688,231.9470912,,
Canada Border Services Agency,2014,FY 2014-15,facilities,1,natural gas,62995.9126,3139.916501,,
Canada Border Services Agency,2014,FY 2014-15,facilities,2,electricity,121451.274,4017.54444,,
Canada Border Services Agency,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3225.845459,230.5393747,,
Canada Border Services Agency,2014,FY 2014-15,fleet,1,Fuels with renewable content,10676.96116,653.7547782,,
Canada Border Services Agency,2014,FY 2014-15,fleet,1,Gasoline,51177.29015,3279.733194,,
Canada Border Services Agency,2014,FY 2014-15,fleet,1,Liquified petroleum gas,4.730439,0.287889546,,
Canada Revenue Agency,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",461.9746,33.03243835,,
Canada Revenue Agency,2014,FY 2014-15,fleet,1,Fuels with renewable content,311.64744,19.1102652,,
Canada Revenue Agency,2014,FY 2014-15,fleet,1,Gasoline,3259.48,208.886104,,
Employment and Social Development Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.94564,0.139118543,,
Employment and Social Development Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,549.205814,33.67737837,,
Employment and Social Development Canada,2014,FY 2014-15,fleet,1,Gasoline,5399.9645,346.0605821,,
Environment and Climate Change Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20932.3671,1530.3036,,
Environment and Climate Change Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,1238.930164,75.57914552,,
Environment and Climate Change Canada,2014,FY 2014-15,facilities,1,natural gas,178661.0484,8905.03448,,
Environment and Climate Change Canada,2014,FY 2014-15,facilities,2,electricity,117418.7502,3417.029513,,
Environment and Climate Change Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9277.550551,659.7654034,,
Environment and Climate Change Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,6982.301074,428.1556917,,
Environment and Climate Change Canada,2014,FY 2014-15,fleet,1,Gasoline,35984.4765,2306.698172,,
Environment and Climate Change Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,3.206777,0.195161078,,
Fisheries and Oceans Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",53163.301,3792.272795,,
Fisheries and Oceans Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,10866.31699,662.883976,,
Fisheries and Oceans Canada,2014,FY 2014-15,facilities,1,natural gas,105928.7092,5279.823533,,
Fisheries and Oceans Canada,2014,FY 2014-15,facilities,2,district energy,28523.82875,1682.905896,,
Fisheries and Oceans Canada,2014,FY 2014-15,facilities,2,electricity,273303.3852,14980.58702,,
Fisheries and Oceans Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22051.3399,1576.730681,,
Fisheries and Oceans Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,4764.73867,289.1640485,,
Fisheries and Oceans Canada,2014,FY 2014-15,fleet,1,Gasoline,75408.865,4832.630977,,
Fisheries and Oceans Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,56.49192,3.43803888,,
Health Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",230.3745,16.47240231,,
Health Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,5173.808,317.25864,,
Health Canada,2014,FY 2014-15,fleet,1,Gasoline,23630.6,1514.38388,,
"Immigration, Refugees and Citizenship Canada",2014,FY 2014-15,fleet,1,Gasoline,743.465555,47.64552114,,
Indigenous and Northern Affairs Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",67.898099,4.8379443,,
Indigenous and Northern Affairs Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,422.9301,5.7824955,,
Indigenous and Northern Affairs Canada,2014,FY 2014-15,fleet,1,Gasoline,5146.07275,329.789748,,
"Innovation, Science and Economic Development Canada",2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3583.30204,256.215826,,
"Innovation, Science and Economic Development Canada",2014,FY 2014-15,fleet,1,Fuels with renewable content,2837.184667,165.1257475,,
"Innovation, Science and Economic Development Canada",2014,FY 2014-15,fleet,1,Gasoline,10307.283,660.5495934,,
"Innovation, Science and Economic Development Canada",2014,FY 2014-15,fleet,1,Natural gas,0.0014364,0.0000819,,
National Defence,2014,FY 2014-15,facilities,1,aviation fuel,334366.6123,22744.08186,,
National Defence,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1160705.569,83935.52318,,
National Defence,2014,FY 2014-15,facilities,1,Gasoline,7,0.4648,,
National Defence,2014,FY 2014-15,facilities,1,Liquified petroleum gas,34929.73622,2130.838116,,
National Defence,2014,FY 2014-15,facilities,1,natural gas,6453502.208,321663.0609,,
National Defence,2014,FY 2014-15,facilities,2,district energy,1456.36,95.6429532,,
National Defence,2014,FY 2014-15,facilities,2,electricity,3299585.688,218559.4491,,
National Defence,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",251687.5808,17831.70576,,
National Defence,2014,FY 2014-15,fleet,1,Fuels with renewable content,84662.48567,5173.01736,,
National Defence,2014,FY 2014-15,fleet,1,Gasoline,149598.645,9587.258461,,
National Defence,2014,FY 2014-15,fleet,1,Liquified petroleum gas,1185.59633,72.15414662,,
Natural Resources Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11209.74166,797.9718161,,
Natural Resources Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,1944.608797,118.6280515,,
Natural Resources Canada,2014,FY 2014-15,facilities,1,natural gas,150589.3885,7505.853732,,
Natural Resources Canada,2014,FY 2014-15,facilities,2,district energy,103601.8875,8231.137302,,
Natural Resources Canada,2014,FY 2014-15,facilities,2,electricity,179730.3499,5854.970792,,
Natural Resources Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",6424.4803,458.7078842,,
Natural Resources Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,1140.77232,15.5971656,,
Natural Resources Canada,2014,FY 2014-15,fleet,1,Gasoline,10704.96,686.035008,,
Parks Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",65789.0231,4706.586149,,
Parks Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,42391.64187,2586.040895,,
Parks Canada,2014,FY 2014-15,facilities,1,natural gas,91550.46528,4563.16616,,
Parks Canada,2014,FY 2014-15,facilities,2,electricity,176118.8909,9643.117254,,
Parks Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",72217.1653,5038.388923,,
Parks Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,30717.86764,1883.623998,,
Parks Canada,2014,FY 2014-15,fleet,1,Gasoline,72340.87805,4634.460842,,
Parks Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,405.1392617,24.65634968,,
Parks Canada,2014,FY 2014-15,fleet,1,Natural gas,0.193613154,0.01104563,,
Public Services and Procurement Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",71033.3931,5056.552364,,
Public Services and Procurement Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,9793.935999,597.4649223,,
Public Services and Procurement Canada,2014,FY 2014-15,facilities,1,natural gas,1258692.587,62737.23899,,
Public Services and Procurement Canada,2014,FY 2014-15,facilities,2,district energy,855759.9299,61626.49561,,
Public Services and Procurement Canada,2014,FY 2014-15,facilities,2,electricity,3072688.883,44241.83765,,
Public Services and Procurement Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1859.73832,132.1780159,,
Public Services and Procurement Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,1424.43616,19.5642828,,
Public Services and Procurement Canada,2014,FY 2014-15,fleet,1,Gasoline,11668.755,747.813403,,
Public Services and Procurement Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,0.02531,0.00154034,,
Transport Canada,2014,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24579.90934,1770.630498,,
Transport Canada,2014,FY 2014-15,facilities,1,Liquified petroleum gas,3199.953424,195.2085376,,
Transport Canada,2014,FY 2014-15,facilities,1,natural gas,2616.934262,130.4363209,,
Transport Canada,2014,FY 2014-15,facilities,2,electricity,49834.50372,222.697866,,
Transport Canada,2014,FY 2014-15,fleet,1,aviation fuel,122033.055,8417.10598,,
Transport Canada,2014,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",556205.1164,39276.40555,,
Transport Canada,2014,FY 2014-15,fleet,1,Fuels with renewable content,3069.844081,187.6785219,,
Transport Canada,2014,FY 2014-15,fleet,1,Gasoline,14544.28395,932.1726137,,
Transport Canada,2014,FY 2014-15,fleet,1,Liquified petroleum gas,1887.6198,114.8785572,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",41076.5269,2926.680692,19705544.96,1037854.033
Agriculture and Agri-Food Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,846.54357,51.642168,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,facilities,1,natural gas,458735.1044,22864.81558,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,facilities,2,district energy,96690,8024.78655,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,facilities,2,electricity,442918.71,34342.37436,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",32391.89277,2271.255395,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,12376.28207,702.1904996,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,fleet,1,Gasoline,39403.357,2525.889848,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,fleet,1,Liquified petroleum gas,1.500883,0.091342162,,
Agriculture and Agri-Food Canada,2015,FY 2015-16,fleet,1,Natural gas,1.08308284,0.061789876,,
Canada Border Services Agency,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",15641.99209,1121.6972,,
Canada Border Services Agency,2015,FY 2015-16,facilities,1,Liquified petroleum gas,2764.082321,168.6188504,,
Canada Border Services Agency,2015,FY 2015-16,facilities,1,natural gas,62221.0902,3101.29689,,
Canada Border Services Agency,2015,FY 2015-16,facilities,2,electricity,126115.6032,3901.494632,,
Canada Border Services Agency,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3050.665935,217.2889627,,
Canada Border Services Agency,2015,FY 2015-16,fleet,1,Fuels with renewable content,10433.56622,639.7877599,,
Canada Border Services Agency,2015,FY 2015-16,fleet,1,Gasoline,50682.8665,3248.030334,,
Canada Revenue Agency,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",332.62784,23.78379378,,
Canada Revenue Agency,2015,FY 2015-16,fleet,1,Fuels with renewable content,261.084302,16.00972641,,
Canada Revenue Agency,2015,FY 2015-16,fleet,1,Gasoline,2918.6829,187.0458784,,
Employment and Social Development Canada,2015,FY 2015-16,fleet,1,Gasoline,5114.34455,327.7564236,,
Environment and Climate Change Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25597.9965,1871.394,,
Environment and Climate Change Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,1205.912667,73.5649608,,
Environment and Climate Change Canada,2015,FY 2015-16,facilities,1,natural gas,149899.1218,7471.448649,,
Environment and Climate Change Canada,2015,FY 2015-16,facilities,2,electricity,121515.0487,3195.602327,,
Environment and Climate Change Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9312.91237,662.8145561,,
Environment and Climate Change Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,5535.73754,339.4522107,,
Environment and Climate Change Canada,2015,FY 2015-16,fleet,1,Gasoline,31295.3676,2005.943648,,
Environment and Climate Change Canada,2015,FY 2015-16,fleet,1,Liquified petroleum gas,1.84763,0.11244482,,
Environment and Climate Change Canada,2015,FY 2015-16,fleet,1,Natural gas,0.001824,0.000104059,,
Fisheries and Oceans Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",46127.81415,3293.503011,,
Fisheries and Oceans Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,10434.09812,636.517088,,
Fisheries and Oceans Canada,2015,FY 2015-16,facilities,1,natural gas,90102.85729,4491.012777,,
Fisheries and Oceans Canada,2015,FY 2015-16,facilities,2,district energy,21153.46625,1248.054509,,
Fisheries and Oceans Canada,2015,FY 2015-16,facilities,2,electricity,254074.0752,12298.02933,,
Fisheries and Oceans Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22101.1682,1580.29354,,
Fisheries and Oceans Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,4484.00845,271.9758799,,
Fisheries and Oceans Canada,2015,FY 2015-16,fleet,1,Gasoline,73813.81,4730.410738,,
Fisheries and Oceans Canada,2015,FY 2015-16,fleet,1,Liquified petroleum gas,32.29556,1.96547384,,
Health Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",343.577044,24.5666916,,
Health Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,5181.355394,317.7214473,,
Health Canada,2015,FY 2015-16,fleet,1,Gasoline,24168.8776,1548.879784,,
"Immigration, Refugees and Citizenship Canada",2015,FY 2015-16,fleet,1,Gasoline,846.419,54.2433662,,
Indigenous and Northern Affairs Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",41.15335,2.942576273,,
Indigenous and Northern Affairs Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,451.219087,6.169275585,,
Indigenous and Northern Affairs Canada,2015,FY 2015-16,fleet,1,Gasoline,5251.113,336.5213274,,
"Innovation, Science and Economic Development Canada",2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3856.0057,275.7148782,,
"Innovation, Science and Economic Development Canada",2015,FY 2015-16,fleet,1,Fuels with renewable content,2436.5396,146.7088107,,
"Innovation, Science and Economic Development Canada",2015,FY 2015-16,fleet,1,Gasoline,10542.245,675.607301,,
National Defence,2015,FY 2015-16,facilities,1,aviation fuel,302489.5671,20575.76093,,
National Defence,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",762874.1053,54847.51435,,
National Defence,2015,FY 2015-16,facilities,1,Liquified petroleum gas,52605.99106,3209.152516,,
National Defence,2015,FY 2015-16,facilities,1,natural gas,5995492.644,298834.4086,,
National Defence,2015,FY 2015-16,facilities,2,district energy,35307,2930.304465,,
National Defence,2015,FY 2015-16,facilities,2,electricity,3314284.64,213049.5804,,
National Defence,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",240853.1135,17044.82329,,
National Defence,2015,FY 2015-16,fleet,1,Fuels with renewable content,77406.8337,4740.770804,,
National Defence,2015,FY 2015-16,fleet,1,Gasoline,145150.145,9302.207513,,
National Defence,2015,FY 2015-16,fleet,1,Liquified petroleum gas,1243.63216,75.68614624,,
Natural Resources Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9935.9816,707.298484,,
Natural Resources Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,1911.9174,116.63376,,
Natural Resources Canada,2015,FY 2015-16,facilities,1,natural gas,196004.1405,9769.469312,,
Natural Resources Canada,2015,FY 2015-16,facilities,2,district energy,44988.11819,3605.169791,,
Natural Resources Canada,2015,FY 2015-16,facilities,2,electricity,172605.7449,5446.177127,,
Natural Resources Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2696.309477,191.9166405,,
Natural Resources Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,956.885046,13.08297393,,
Natural Resources Canada,2015,FY 2015-16,fleet,1,Gasoline,8263.668,529.5830664,,
Parks Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56514.10155,4052.623366,,
Parks Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,35751.66227,2180.978528,,
Parks Canada,2015,FY 2015-16,facilities,1,natural gas,91253.39074,4548.359021,,
Parks Canada,2015,FY 2015-16,facilities,2,electricity,180527.5669,10499.52803,,
Parks Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60852.69674,4280.930014,,
Parks Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,22853.20653,1401.361864,,
Parks Canada,2015,FY 2015-16,fleet,1,Gasoline,76883.66818,4927.144792,,
Parks Canada,2015,FY 2015-16,fleet,1,Liquified petroleum gas,909.6624073,55.36109808,,
Parks Canada,2015,FY 2015-16,fleet,1,Natural gas,0.22727952,0.012966297,,
Public Services and Procurement Canada,2015,FY 2015-16,facilities,1,district energy,798450.05,55860.26,,
Public Services and Procurement Canada,2015,FY 2015-16,facilities,1,electricity,2896507,69370.08,,
Public Services and Procurement Canada,2015,FY 2015-16,facilities,1,natural gas,1031403.96,51300.62,,
Public Services and Procurement Canada,2015,FY 2015-16,facilities,2,"fuel oil (1,2,4,5,6, diesel, kerosene)",62915.77,4434.92,,
Public Services and Procurement Canada,2015,FY 2015-16,facilities,2,liquified petroleum gas,9705,592.05,,
Public Services and Procurement Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3359.9441,240.2451268,,
Public Services and Procurement Canada,2015,FY 2015-16,fleet,1,Gasoline,10932.53,700.618994,,
Transport Canada,2015,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",26232.98224,1896.706558,,
Transport Canada,2015,FY 2015-16,facilities,1,Liquified petroleum gas,2732.3084,166.6805282,,
Transport Canada,2015,FY 2015-16,facilities,1,natural gas,3055.846682,152.3131109,,
Transport Canada,2015,FY 2015-16,facilities,2,electricity,52204.926,235.6075613,,
Transport Canada,2015,FY 2015-16,fleet,1,aviation fuel,53304.2752,3676.608222,,
Transport Canada,2015,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",522954.7915,36962.90805,,
Transport Canada,2015,FY 2015-16,fleet,1,Fuels with renewable content,3142.641989,192.054947,,
Transport Canada,2015,FY 2015-16,fleet,1,Gasoline,14242.66025,912.7510554,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",44854.1695,3197.193788,20188879.2,1033519.57
Agriculture and Agri-Food Canada,2016,FY 2016-17,facilities,1,Liquified petroleum gas,944.69575,57.6298,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,facilities,1,natural gas,509730.9019,25406.60821,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,facilities,2,district energy,48153,3996.458235,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,facilities,2,electricity,450200.7144,33576.05531,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",33326.15076,2327.074888,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,fleet,1,Fuels with renewable content,10630.82775,613.1531635,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,fleet,1,Gasoline,32818.0874,2103.507739,,
Agriculture and Agri-Food Canada,2016,FY 2016-17,fleet,1,Liquified petroleum gas,3.348513,0.203786982,,
Canada Border Services Agency,2016,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20256.8078,1456.31689,,
Canada Border Services Agency,2016,FY 2016-17,facilities,1,Liquified petroleum gas,2015.76433,122.968792,,
Canada Border Services Agency,2016,FY 2016-17,facilities,1,natural gas,55528.88056,2767.735892,,
Canada Border Services Agency,2016,FY 2016-17,facilities,2,electricity,121035.7548,3907.03357,,
Canada Border Services Agency,2016,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3185.89718,227.1646911,,
Canada Border Services Agency,2016,FY 2016-17,fleet,1,Fuels with renewable content,302.42472,18.4342076,,
Canada Border Services Agency,2016,FY 2016-17,fleet,1,Gasoline,59451.7,3809.99444,,
Canada Revenue Agency,2016,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",513.84812,36.74153589,,
Canada Revenue Agency,2016,FY 2016-17,fleet,1,Fuels with renewable content,9.334328,0.12762324,,
Canada Revenue Agency,2016,FY 2016-17,fleet,1,Gasoline,3120.72075,199.9936184,,
Employment and Social Development Canada,2016,FY 2016-17,fleet,1,Fuels with renewable content,8.170418,0.50101119,,
Employment and Social Development Canada,2016,FY 2016-17,fleet,1,Gasoline,4962.1705,318.0042409,,
Environment and Climate Change Canada,2016,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25419.31934,1858.33144,,
Environment and Climate Change Canada,2016,FY 2016-17,facilities,1,Liquified petroleum gas,1546.514246,94.34286827,,
Environment and Climate Change Canada,2016,FY 2016-17,facilities,1,natural gas,154045.8175,7678.133142,,
Environment and Climate Change Canada,2016,FY 2016-17,facilities,2,electricity,130634.8992,3249.682926,,
